Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Norway","Export Quantity","Cranberries","1974","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1975","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1976","tonnes","106"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1977","tonnes","363"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1978","tonnes","409"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1979","tonnes","684"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1980","tonnes","219"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1981","tonnes","75"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1982","tonnes","5"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1983","tonnes","81"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1984","tonnes","3"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1985","tonnes","42"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1986","tonnes","55"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1987","tonnes","8"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1988","tonnes","550"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1989","tonnes","500"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1990","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1991","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1992","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1993","tonnes","3"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1994","tonnes","22"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1995","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1996","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1997","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1998","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","1999","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2000","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2001","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2002","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2003","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2004","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2005","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2006","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2007","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2008","tonnes","8"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2009","tonnes","3"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2010","tonnes","2"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2011","tonnes","8"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2012","tonnes","50"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2013","tonnes","32"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2014","tonnes","34"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2015","tonnes","3"
"Crops and livestock products","Norway","Export Quantity","Cranberries","2016","tonnes","58"
"Crops and livestock products","Norway","Export Value","Cranberries","1961","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1962","1000 US$","1"
"Crops and livestock products","Norway","Export Value","Cranberries","1963","1000 US$","34"
"Crops and livestock products","Norway","Export Value","Cranberries","1964","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1965","1000 US$","4"
"Crops and livestock products","Norway","Export Value","Cranberries","1966","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1967","1000 US$","1"
"Crops and livestock products","Norway","Export Value","Cranberries","1968","1000 US$","73"
"Crops and livestock products","Norway","Export Value","Cranberries","1969","1000 US$","45"
"Crops and livestock products","Norway","Export Value","Cranberries","1970","1000 US$","43"
"Crops and livestock products","Norway","Export Value","Cranberries","1971","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1972","1000 US$","2"
"Crops and livestock products","Norway","Export Value","Cranberries","1973","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1974","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1975","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1976","1000 US$","149"
"Crops and livestock products","Norway","Export Value","Cranberries","1977","1000 US$","82"
"Crops and livestock products","Norway","Export Value","Cranberries","1978","1000 US$","494"
"Crops and livestock products","Norway","Export Value","Cranberries","1979","1000 US$","868"
"Crops and livestock products","Norway","Export Value","Cranberries","1980","1000 US$","414"
"Crops and livestock products","Norway","Export Value","Cranberries","1981","1000 US$","140"
"Crops and livestock products","Norway","Export Value","Cranberries","1982","1000 US$","14"
"Crops and livestock products","Norway","Export Value","Cranberries","1983","1000 US$","204"
"Crops and livestock products","Norway","Export Value","Cranberries","1984","1000 US$","6"
"Crops and livestock products","Norway","Export Value","Cranberries","1985","1000 US$","50"
"Crops and livestock products","Norway","Export Value","Cranberries","1986","1000 US$","67"
"Crops and livestock products","Norway","Export Value","Cranberries","1987","1000 US$","16"
"Crops and livestock products","Norway","Export Value","Cranberries","1988","1000 US$","1315"
"Crops and livestock products","Norway","Export Value","Cranberries","1989","1000 US$","1117"
"Crops and livestock products","Norway","Export Value","Cranberries","1990","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1991","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1992","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1993","1000 US$","5"
"Crops and livestock products","Norway","Export Value","Cranberries","1994","1000 US$","16"
"Crops and livestock products","Norway","Export Value","Cranberries","1995","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1996","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1997","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1998","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","1999","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2000","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2001","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2002","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2003","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2004","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2005","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2006","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2007","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Cranberries","2008","1000 US$","56"
"Crops and livestock products","Norway","Export Value","Cranberries","2009","1000 US$","26"
"Crops and livestock products","Norway","Export Value","Cranberries","2010","1000 US$","20"
"Crops and livestock products","Norway","Export Value","Cranberries","2011","1000 US$","98"
"Crops and livestock products","Norway","Export Value","Cranberries","2012","1000 US$","616"
"Crops and livestock products","Norway","Export Value","Cranberries","2013","1000 US$","351"
"Crops and livestock products","Norway","Export Value","Cranberries","2014","1000 US$","180"
"Crops and livestock products","Norway","Export Value","Cranberries","2015","1000 US$","23"
"Crops and livestock products","Norway","Export Value","Cranberries","2016","1000 US$","401"
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1961","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1962","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1963","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1964","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1965","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1966","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1967","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1968","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1969","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1970","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1971","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1972","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1973","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1974","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1975","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1976","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1977","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1978","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1979","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1980","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1981","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1982","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1983","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1984","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1985","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1986","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1987","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1988","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1989","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1990","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1991","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1992","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1993","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1994","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1995","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1996","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1997","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1998","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","1999","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2000","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2001","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2002","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2003","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2004","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2005","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2006","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2007","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2008","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2009","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2010","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2011","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2012","tonnes",""
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2013","tonnes","1"
"Crops and livestock products","Norway","Export Quantity","Gooseberries","2014","tonnes","1"
"Crops and livestock products","Norway","Export Value","Gooseberries","1961","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1962","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1963","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1964","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1965","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1966","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1967","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1968","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1969","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1970","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1971","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1972","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1973","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1974","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1975","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1976","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1977","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1978","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1979","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1980","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1981","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1982","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1983","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1984","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1985","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1986","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1987","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1988","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1989","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1990","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1991","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1992","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1993","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1994","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1995","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1996","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1997","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1998","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","1999","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2000","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2001","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2002","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2003","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2004","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2005","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2006","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2007","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2008","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2009","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2010","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2011","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2012","1000 US$",""
"Crops and livestock products","Norway","Export Value","Gooseberries","2013","1000 US$","8"
"Crops and livestock products","Norway","Export Value","Gooseberries","2014","1000 US$","11"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1961","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1962","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1963","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1964","tonnes","1"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1965","tonnes","5"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1966","tonnes","1"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1967","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1968","tonnes","32"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1969","tonnes","50"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1970","tonnes","50"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1971","tonnes","65"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1972","tonnes","30"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1973","tonnes","14"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1974","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1975","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1976","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1977","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1978","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1979","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1980","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1981","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1982","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1983","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1984","tonnes","4"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1985","tonnes","0"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1986","tonnes","9"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1987","tonnes","17"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1988","tonnes","4"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1989","tonnes","5"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1990","tonnes","28"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1991","tonnes","65"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1992","tonnes","31"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1993","tonnes","266"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1994","tonnes","361"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1995","tonnes","472"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1996","tonnes","363"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1997","tonnes","165"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1998","tonnes","284"
"Crops and livestock products","Norway","Export Quantity","Strawberries","1999","tonnes","941"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2000","tonnes","485"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2001","tonnes","319"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2002","tonnes","189"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2003","tonnes","269"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2004","tonnes","8"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2005","tonnes","3"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2006","tonnes","1"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2007","tonnes","22"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2008","tonnes","9"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2009","tonnes","4"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2010","tonnes","1"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2011","tonnes","59"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2012","tonnes","52"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2013","tonnes","105"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2014","tonnes","9"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2015","tonnes","12"
"Crops and livestock products","Norway","Export Quantity","Strawberries","2016","tonnes","14"
"Crops and livestock products","Norway","Export Value","Strawberries","1961","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1962","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1963","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1964","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1965","1000 US$","4"
"Crops and livestock products","Norway","Export Value","Strawberries","1966","1000 US$","1"
"Crops and livestock products","Norway","Export Value","Strawberries","1967","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1968","1000 US$","21"
"Crops and livestock products","Norway","Export Value","Strawberries","1969","1000 US$","40"
"Crops and livestock products","Norway","Export Value","Strawberries","1970","1000 US$","35"
"Crops and livestock products","Norway","Export Value","Strawberries","1971","1000 US$","47"
"Crops and livestock products","Norway","Export Value","Strawberries","1972","1000 US$","19"
"Crops and livestock products","Norway","Export Value","Strawberries","1973","1000 US$","15"
"Crops and livestock products","Norway","Export Value","Strawberries","1974","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1975","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1976","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1977","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1978","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1979","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1980","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1981","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1982","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1983","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1984","1000 US$","5"
"Crops and livestock products","Norway","Export Value","Strawberries","1985","1000 US$","0"
"Crops and livestock products","Norway","Export Value","Strawberries","1986","1000 US$","15"
"Crops and livestock products","Norway","Export Value","Strawberries","1987","1000 US$","43"
"Crops and livestock products","Norway","Export Value","Strawberries","1988","1000 US$","11"
"Crops and livestock products","Norway","Export Value","Strawberries","1989","1000 US$","15"
"Crops and livestock products","Norway","Export Value","Strawberries","1990","1000 US$","85"
"Crops and livestock products","Norway","Export Value","Strawberries","1991","1000 US$","179"
"Crops and livestock products","Norway","Export Value","Strawberries","1992","1000 US$","126"
"Crops and livestock products","Norway","Export Value","Strawberries","1993","1000 US$","717"
"Crops and livestock products","Norway","Export Value","Strawberries","1994","1000 US$","828"
"Crops and livestock products","Norway","Export Value","Strawberries","1995","1000 US$","1440"
"Crops and livestock products","Norway","Export Value","Strawberries","1996","1000 US$","1211"
"Crops and livestock products","Norway","Export Value","Strawberries","1997","1000 US$","613"
"Crops and livestock products","Norway","Export Value","Strawberries","1998","1000 US$","1013"
"Crops and livestock products","Norway","Export Value","Strawberries","1999","1000 US$","2847"
"Crops and livestock products","Norway","Export Value","Strawberries","2000","1000 US$","1474"
"Crops and livestock products","Norway","Export Value","Strawberries","2001","1000 US$","903"
"Crops and livestock products","Norway","Export Value","Strawberries","2002","1000 US$","507"
"Crops and livestock products","Norway","Export Value","Strawberries","2003","1000 US$","944"
"Crops and livestock products","Norway","Export Value","Strawberries","2004","1000 US$","34"
"Crops and livestock products","Norway","Export Value","Strawberries","2005","1000 US$","20"
"Crops and livestock products","Norway","Export Value","Strawberries","2006","1000 US$","6"
"Crops and livestock products","Norway","Export Value","Strawberries","2007","1000 US$","67"
"Crops and livestock products","Norway","Export Value","Strawberries","2008","1000 US$","39"
"Crops and livestock products","Norway","Export Value","Strawberries","2009","1000 US$","36"
"Crops and livestock products","Norway","Export Value","Strawberries","2010","1000 US$","10"
"Crops and livestock products","Norway","Export Value","Strawberries","2011","1000 US$","159"
"Crops and livestock products","Norway","Export Value","Strawberries","2012","1000 US$","235"
"Crops and livestock products","Norway","Export Value","Strawberries","2013","1000 US$","423"
"Crops and livestock products","Norway","Export Value","Strawberries","2014","1000 US$","74"
"Crops and livestock products","Norway","Export Value","Strawberries","2015","1000 US$","108"
"Crops and livestock products","Norway","Export Value","Strawberries","2016","1000 US$","81"
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1961","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1962","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1963","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1964","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1965","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1966","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1967","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1968","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1969","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1970","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1971","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1972","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1973","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1974","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1975","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1976","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1977","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1978","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1979","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1980","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1981","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1982","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1983","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1984","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1985","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1986","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1987","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1988","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1989","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1990","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1991","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1992","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1993","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1994","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1995","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1996","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1997","tonnes","8"
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1998","tonnes","11"
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","1999","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","2000","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","2001","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","2002","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","2003","tonnes",""
"Crops and livestock products","Occupied Palestinian Territory","Export Quantity","Cherries","2004","tonnes",""
