Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Afghanistan","Export Quantity","Cherries","2014","tonnes","0"
"Crops and livestock products","Afghanistan","Export Quantity","Cherries","2015","tonnes","1"
"Crops and livestock products","Afghanistan","Export Quantity","Cherries","2016","tonnes","96"
"Crops and livestock products","Afghanistan","Export Value","Cherries","2014","1000 US$","0"
"Crops and livestock products","Afghanistan","Export Value","Cherries","2015","1000 US$","2"
"Crops and livestock products","Afghanistan","Export Value","Cherries","2016","1000 US$","141"
"Crops and livestock products","Afghanistan","Export Quantity","Strawberries","2014","tonnes","0"
"Crops and livestock products","Afghanistan","Export Quantity","Strawberries","2016","tonnes","273"
"Crops and livestock products","Afghanistan","Export Value","Strawberries","2014","1000 US$","0"
"Crops and livestock products","Afghanistan","Export Value","Strawberries","2016","1000 US$","482"
"Crops and livestock products","Albania","Export Quantity","Blueberries","1961","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1962","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1963","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1964","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1965","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1966","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1967","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1968","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1969","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1970","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1971","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1972","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1973","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1974","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1975","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1976","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1977","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1978","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1979","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1980","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1981","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1982","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1983","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1984","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1985","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1986","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1987","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1988","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1989","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1990","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1991","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1992","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1993","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1994","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1995","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1996","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1997","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1998","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","1999","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2000","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2001","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2002","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2003","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2004","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2005","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2006","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2007","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Blueberries","2008","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Blueberries","2009","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Blueberries","2010","tonnes","3"
"Crops and livestock products","Albania","Export Quantity","Blueberries","2011","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Blueberries","2012","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Blueberries","2013","tonnes","0"
"Crops and livestock products","Albania","Export Value","Blueberries","1961","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1962","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1963","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1964","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1965","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1966","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1967","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1968","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1969","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1970","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1971","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1972","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1973","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1974","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1975","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1976","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1977","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1978","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1979","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1980","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1981","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1982","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1983","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1984","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1985","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1986","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1987","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1988","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1989","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1990","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1991","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1992","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1993","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1994","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1995","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1996","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1997","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1998","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","1999","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2000","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2001","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2002","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2003","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2004","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2005","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2006","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2007","1000 US$",""
"Crops and livestock products","Albania","Export Value","Blueberries","2008","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Blueberries","2009","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Blueberries","2010","1000 US$","61"
"Crops and livestock products","Albania","Export Value","Blueberries","2011","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Blueberries","2012","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Blueberries","2013","1000 US$","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1961","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1962","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1963","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1964","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1965","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1966","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1967","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1968","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1969","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1970","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1971","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1972","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1973","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1974","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1975","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1976","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1977","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1978","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1979","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1980","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1981","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1982","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1983","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1984","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1985","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1986","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1987","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1988","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1989","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1990","tonnes","31"
"Crops and livestock products","Albania","Export Quantity","Cherries","1991","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1992","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1993","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1994","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1995","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1996","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1997","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1998","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","1999","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","2000","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","2001","tonnes","25"
"Crops and livestock products","Albania","Export Quantity","Cherries","2002","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","2003","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","2004","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","2005","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","2006","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cherries","2007","tonnes","1"
"Crops and livestock products","Albania","Export Quantity","Cherries","2008","tonnes","3"
"Crops and livestock products","Albania","Export Quantity","Cherries","2009","tonnes","1"
"Crops and livestock products","Albania","Export Quantity","Cherries","2010","tonnes","13"
"Crops and livestock products","Albania","Export Quantity","Cherries","2011","tonnes","94"
"Crops and livestock products","Albania","Export Quantity","Cherries","2012","tonnes","242"
"Crops and livestock products","Albania","Export Quantity","Cherries","2013","tonnes","368"
"Crops and livestock products","Albania","Export Quantity","Cherries","2014","tonnes","37"
"Crops and livestock products","Albania","Export Quantity","Cherries","2015","tonnes","151"
"Crops and livestock products","Albania","Export Quantity","Cherries","2016","tonnes","41"
"Crops and livestock products","Albania","Export Value","Cherries","1961","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1962","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1963","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1964","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1965","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1966","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1967","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1968","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1969","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1970","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1971","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1972","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1973","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1974","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1975","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1976","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1977","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1978","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1979","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1980","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1981","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1982","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1983","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1984","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1985","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1986","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1987","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1988","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1989","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1990","1000 US$","15"
"Crops and livestock products","Albania","Export Value","Cherries","1991","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1992","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1993","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1994","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1995","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1996","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1997","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1998","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","1999","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","2000","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","2001","1000 US$","8"
"Crops and livestock products","Albania","Export Value","Cherries","2002","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","2003","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","2004","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","2005","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","2006","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","2007","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cherries","2008","1000 US$","2"
"Crops and livestock products","Albania","Export Value","Cherries","2009","1000 US$","1"
"Crops and livestock products","Albania","Export Value","Cherries","2010","1000 US$","4"
"Crops and livestock products","Albania","Export Value","Cherries","2011","1000 US$","57"
"Crops and livestock products","Albania","Export Value","Cherries","2012","1000 US$","140"
"Crops and livestock products","Albania","Export Value","Cherries","2013","1000 US$","390"
"Crops and livestock products","Albania","Export Value","Cherries","2014","1000 US$","23"
"Crops and livestock products","Albania","Export Value","Cherries","2015","1000 US$","120"
"Crops and livestock products","Albania","Export Value","Cherries","2016","1000 US$","41"
"Crops and livestock products","Albania","Export Quantity","Cranberries","1961","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1962","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1963","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1964","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1965","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1966","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1967","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1968","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1969","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1970","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1971","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1972","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1973","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1974","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1975","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1976","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1977","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1978","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1979","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1980","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1981","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1982","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1983","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1984","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1985","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1986","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1987","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1988","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1989","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1990","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1991","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1992","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1993","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1994","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1995","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1996","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1997","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1998","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","1999","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2000","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2001","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2002","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2003","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2004","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2005","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2006","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2007","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Cranberries","2008","tonnes","2"
"Crops and livestock products","Albania","Export Quantity","Cranberries","2009","tonnes","2"
"Crops and livestock products","Albania","Export Quantity","Cranberries","2010","tonnes","6"
"Crops and livestock products","Albania","Export Quantity","Cranberries","2011","tonnes","9"
"Crops and livestock products","Albania","Export Quantity","Cranberries","2012","tonnes","0"
"Crops and livestock products","Albania","Export Quantity","Cranberries","2013","tonnes","0"
"Crops and livestock products","Albania","Export Value","Cranberries","1961","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1962","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1963","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1964","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1965","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1966","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1967","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1968","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1969","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1970","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1971","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1972","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1973","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1974","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1975","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1976","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1977","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1978","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1979","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1980","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1981","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1982","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1983","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1984","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1985","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1986","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1987","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1988","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1989","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1990","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1991","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1992","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1993","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1994","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1995","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1996","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1997","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1998","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","1999","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2000","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2001","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2002","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2003","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2004","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2005","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2006","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2007","1000 US$",""
"Crops and livestock products","Albania","Export Value","Cranberries","2008","1000 US$","1"
"Crops and livestock products","Albania","Export Value","Cranberries","2009","1000 US$","1"
"Crops and livestock products","Albania","Export Value","Cranberries","2010","1000 US$","2"
"Crops and livestock products","Albania","Export Value","Cranberries","2011","1000 US$","6"
"Crops and livestock products","Albania","Export Value","Cranberries","2012","1000 US$","0"
"Crops and livestock products","Albania","Export Value","Cranberries","2013","1000 US$","0"
"Crops and livestock products","Albania","Export Quantity","Strawberries","1961","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1962","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1963","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1964","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1965","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1966","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1967","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1968","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1969","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1970","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1971","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1972","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1973","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1974","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1975","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1976","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1977","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1978","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1979","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1980","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1981","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1982","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1983","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1984","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1985","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1986","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1987","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1988","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1989","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1990","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1991","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1992","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1993","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1994","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1995","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1996","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1997","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1998","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","1999","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","2000","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","2001","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","2002","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","2003","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","2004","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","2005","tonnes",""
"Crops and livestock products","Albania","Export Quantity","Strawberries","2006","tonnes",""
