Domain,Area,Element,Item,Year,Unit,Value
"Crops","Albania","Production","Cherries","1961","tonnes","700"
"Crops","Albania","Production","Cherries","1962","tonnes","500"
"Crops","Albania","Production","Cherries","1963","tonnes","400"
"Crops","Albania","Production","Cherries","1964","tonnes","400"
"Crops","Albania","Production","Cherries","1965","tonnes","400"
"Crops","Albania","Production","Cherries","1966","tonnes","500"
"Crops","Albania","Production","Cherries","1967","tonnes","400"
"Crops","Albania","Production","Cherries","1968","tonnes","500"
"Crops","Albania","Production","Cherries","1969","tonnes","600"
"Crops","Albania","Production","Cherries","1970","tonnes","700"
"Crops","Albania","Production","Cherries","1971","tonnes","700"
"Crops","Albania","Production","Cherries","1972","tonnes","700"
"Crops","Albania","Production","Cherries","1973","tonnes","700"
"Crops","Albania","Production","Cherries","1974","tonnes","800"
"Crops","Albania","Production","Cherries","1975","tonnes","800"
"Crops","Albania","Production","Cherries","1976","tonnes","850"
"Crops","Albania","Production","Cherries","1977","tonnes","850"
"Crops","Albania","Production","Cherries","1978","tonnes","900"
"Crops","Albania","Production","Cherries","1979","tonnes","900"
"Crops","Albania","Production","Cherries","1980","tonnes","800"
"Crops","Albania","Production","Cherries","1981","tonnes","500"
"Crops","Albania","Production","Cherries","1982","tonnes","500"
"Crops","Albania","Production","Cherries","1983","tonnes","500"
"Crops","Albania","Production","Cherries","1984","tonnes","400"
"Crops","Albania","Production","Cherries","1985","tonnes","300"
"Crops","Albania","Production","Cherries","1986","tonnes","700"
"Crops","Albania","Production","Cherries","1987","tonnes","500"
"Crops","Albania","Production","Cherries","1988","tonnes","500"
"Crops","Albania","Production","Cherries","1989","tonnes","700"
"Crops","Albania","Production","Cherries","1990","tonnes","500"
"Crops","Albania","Production","Cherries","1991","tonnes","473"
"Crops","Albania","Production","Cherries","1992","tonnes","553"
"Crops","Albania","Production","Cherries","1993","tonnes","400"
"Crops","Albania","Production","Cherries","1994","tonnes","1607"
"Crops","Albania","Production","Cherries","1995","tonnes","3000"
"Crops","Albania","Production","Cherries","1996","tonnes","5100"
"Crops","Albania","Production","Cherries","1997","tonnes","4300"
"Crops","Albania","Production","Cherries","1998","tonnes","4500"
"Crops","Albania","Production","Cherries","1999","tonnes","4500"
"Crops","Albania","Production","Cherries","2000","tonnes","5000"
"Crops","Albania","Production","Cherries","2001","tonnes","6800"
"Crops","Albania","Production","Cherries","2002","tonnes","6000"
"Crops","Albania","Production","Cherries","2003","tonnes","6300"
"Crops","Albania","Production","Cherries","2004","tonnes","6900"
"Crops","Albania","Production","Cherries","2005","tonnes","7200"
"Crops","Albania","Production","Cherries","2006","tonnes","7680"
"Crops","Albania","Production","Cherries","2007","tonnes","7500"
"Crops","Albania","Production","Cherries","2008","tonnes","8000"
"Crops","Albania","Production","Cherries","2009","tonnes","10871"
"Crops","Albania","Production","Cherries","2010","tonnes","12528"
"Crops","Albania","Production","Cherries","2011","tonnes","14400"
"Crops","Albania","Production","Cherries","2012","tonnes","16970"
"Crops","Albania","Production","Cherries","2013","tonnes","18920"
"Crops","Albania","Production","Cherries","2014","tonnes","17730"
"Crops","Albania","Production","Cherries","2015","tonnes","20147"
"Crops","Albania","Production","Cherries","2016","tonnes","19261"
"Crops","Algeria","Production","Cherries","1973","tonnes","300"
"Crops","Algeria","Production","Cherries","1974","tonnes","600"
"Crops","Algeria","Production","Cherries","1975","tonnes","1000"
"Crops","Algeria","Production","Cherries","1976","tonnes","1500"
"Crops","Algeria","Production","Cherries","1977","tonnes","1925"
"Crops","Algeria","Production","Cherries","1978","tonnes","1506"
"Crops","Algeria","Production","Cherries","1979","tonnes","1450"
"Crops","Algeria","Production","Cherries","1980","tonnes","2170"
"Crops","Algeria","Production","Cherries","1981","tonnes","2508"
"Crops","Algeria","Production","Cherries","1982","tonnes","1601"
"Crops","Algeria","Production","Cherries","1983","tonnes","3012"
"Crops","Algeria","Production","Cherries","1984","tonnes","2623"
"Crops","Algeria","Production","Cherries","1985","tonnes","3051"
"Crops","Algeria","Production","Cherries","1986","tonnes","5472"
"Crops","Algeria","Production","Cherries","1987","tonnes","3733"
"Crops","Algeria","Production","Cherries","1988","tonnes","3720"
"Crops","Algeria","Production","Cherries","1989","tonnes","4459"
"Crops","Algeria","Production","Cherries","1990","tonnes","2684"
"Crops","Algeria","Production","Cherries","1991","tonnes","3095"
"Crops","Algeria","Production","Cherries","1992","tonnes","4066"
"Crops","Algeria","Production","Cherries","1993","tonnes","5056"
"Crops","Algeria","Production","Cherries","1994","tonnes","3012"
"Crops","Algeria","Production","Cherries","1995","tonnes","5296"
"Crops","Algeria","Production","Cherries","1996","tonnes","3211"
"Crops","Algeria","Production","Cherries","1997","tonnes","3345"
"Crops","Algeria","Production","Cherries","1998","tonnes","2596"
"Crops","Algeria","Production","Cherries","1999","tonnes","3875"
"Crops","Algeria","Production","Cherries","2000","tonnes","4168"
"Crops","Algeria","Production","Cherries","2001","tonnes","3000"
"Crops","Algeria","Production","Cherries","2002","tonnes","4376"
"Crops","Algeria","Production","Cherries","2003","tonnes","2565"
"Crops","Algeria","Production","Cherries","2004","tonnes","3156"
"Crops","Algeria","Production","Cherries","2005","tonnes","3081"
"Crops","Algeria","Production","Cherries","2006","tonnes","5003"
"Crops","Algeria","Production","Cherries","2007","tonnes","1681"
"Crops","Algeria","Production","Cherries","2008","tonnes","4553"
"Crops","Algeria","Production","Cherries","2009","tonnes","5839"
"Crops","Algeria","Production","Cherries","2010","tonnes","5073"
"Crops","Algeria","Production","Cherries","2011","tonnes","7243"
"Crops","Algeria","Production","Cherries","2012","tonnes","7930"
"Crops","Algeria","Production","Cherries","2013","tonnes","5983"
"Crops","Algeria","Production","Cherries","2014","tonnes","8700"
"Crops","Algeria","Production","Cherries","2015","tonnes","8949"
"Crops","Algeria","Production","Cherries","2016","tonnes","6903"
"Crops","Algeria","Production","Strawberries","1967","tonnes","1"
"Crops","Algeria","Production","Strawberries","1968","tonnes","1"
"Crops","Algeria","Production","Strawberries","1969","tonnes","3"
"Crops","Algeria","Production","Strawberries","1970","tonnes","3"
"Crops","Algeria","Production","Strawberries","1971","tonnes","5"
"Crops","Algeria","Production","Strawberries","1972","tonnes","5"
"Crops","Algeria","Production","Strawberries","1973","tonnes","5"
"Crops","Algeria","Production","Strawberries","1974","tonnes","2"
"Crops","Algeria","Production","Strawberries","1975","tonnes","2"
"Crops","Algeria","Production","Strawberries","1990","tonnes","0"
"Crops","Algeria","Production","Strawberries","1991","tonnes","0"
"Crops","Algeria","Production","Strawberries","1992","tonnes","0"
"Crops","Algeria","Production","Strawberries","1993","tonnes",""
"Crops","Algeria","Production","Strawberries","1994","tonnes",""
"Crops","Algeria","Production","Strawberries","1995","tonnes",""
"Crops","Algeria","Production","Strawberries","1996","tonnes",""
"Crops","Algeria","Production","Strawberries","1997","tonnes",""
"Crops","Algeria","Production","Strawberries","1998","tonnes",""
"Crops","Algeria","Production","Strawberries","1999","tonnes",""
"Crops","Algeria","Production","Strawberries","2000","tonnes",""
"Crops","Algeria","Production","Strawberries","2001","tonnes",""
"Crops","Algeria","Production","Strawberries","2002","tonnes",""
"Crops","Algeria","Production","Strawberries","2003","tonnes",""
"Crops","Algeria","Production","Strawberries","2004","tonnes",""
"Crops","Algeria","Production","Strawberries","2005","tonnes",""
"Crops","Algeria","Production","Strawberries","2006","tonnes",""
"Crops","Algeria","Production","Strawberries","2007","tonnes",""
"Crops","Algeria","Production","Strawberries","2008","tonnes",""
"Crops","Algeria","Production","Strawberries","2009","tonnes",""
"Crops","Algeria","Production","Strawberries","2010","tonnes",""
"Crops","Algeria","Production","Strawberries","2011","tonnes",""
"Crops","Algeria","Production","Strawberries","2012","tonnes",""
"Crops","Algeria","Production","Strawberries","2013","tonnes",""
"Crops","Algeria","Production","Strawberries","2014","tonnes",""
"Crops","Algeria","Production","Strawberries","2015","tonnes",""
"Crops","Algeria","Production","Strawberries","2016","tonnes",""
"Crops","Argentina","Production","Cherries","1961","tonnes","2600"
"Crops","Argentina","Production","Cherries","1962","tonnes","2300"
"Crops","Argentina","Production","Cherries","1963","tonnes","2350"
"Crops","Argentina","Production","Cherries","1964","tonnes","1870"
"Crops","Argentina","Production","Cherries","1965","tonnes","2170"
"Crops","Argentina","Production","Cherries","1966","tonnes","1760"
"Crops","Argentina","Production","Cherries","1967","tonnes","1800"
"Crops","Argentina","Production","Cherries","1968","tonnes","1860"
"Crops","Argentina","Production","Cherries","1969","tonnes","1370"
"Crops","Argentina","Production","Cherries","1970","tonnes","1900"
"Crops","Argentina","Production","Cherries","1971","tonnes","1860"
"Crops","Argentina","Production","Cherries","1972","tonnes","2800"
"Crops","Argentina","Production","Cherries","1973","tonnes","990"
"Crops","Argentina","Production","Cherries","1974","tonnes","2660"
"Crops","Argentina","Production","Cherries","1975","tonnes","3030"
"Crops","Argentina","Production","Cherries","1976","tonnes","2070"
"Crops","Argentina","Production","Cherries","1977","tonnes","2400"
"Crops","Argentina","Production","Cherries","1978","tonnes","2300"
"Crops","Argentina","Production","Cherries","1979","tonnes","2700"
"Crops","Argentina","Production","Cherries","1980","tonnes","3000"
"Crops","Argentina","Production","Cherries","1981","tonnes","2700"
"Crops","Argentina","Production","Cherries","1982","tonnes","1400"
"Crops","Argentina","Production","Cherries","1983","tonnes","5000"
"Crops","Argentina","Production","Cherries","1984","tonnes","5750"
"Crops","Argentina","Production","Cherries","1985","tonnes","6700"
"Crops","Argentina","Production","Cherries","1986","tonnes","3100"
"Crops","Argentina","Production","Cherries","1987","tonnes","2300"
"Crops","Argentina","Production","Cherries","1988","tonnes","5200"
"Crops","Argentina","Production","Cherries","1989","tonnes","5800"
"Crops","Argentina","Production","Cherries","1990","tonnes","5500"
"Crops","Argentina","Production","Cherries","1991","tonnes","5600"
"Crops","Argentina","Production","Cherries","1992","tonnes","5700"
"Crops","Argentina","Production","Cherries","1993","tonnes","5800"
"Crops","Argentina","Production","Cherries","1994","tonnes","6000"
"Crops","Argentina","Production","Cherries","1995","tonnes","6062"
"Crops","Argentina","Production","Cherries","1996","tonnes","6164"
"Crops","Argentina","Production","Cherries","1997","tonnes","6267"
"Crops","Argentina","Production","Cherries","1998","tonnes","6500"
"Crops","Argentina","Production","Cherries","1999","tonnes","6448"
"Crops","Argentina","Production","Cherries","2000","tonnes","6511"
"Crops","Argentina","Production","Cherries","2001","tonnes","6570"
"Crops","Argentina","Production","Cherries","2002","tonnes","6800"
"Crops","Argentina","Production","Cherries","2003","tonnes","6676"
"Crops","Argentina","Production","Cherries","2004","tonnes","6700"
"Crops","Argentina","Production","Cherries","2005","tonnes","6741"
"Crops","Argentina","Production","Cherries","2006","tonnes","6750"
"Crops","Argentina","Production","Cherries","2007","tonnes","6800"
"Crops","Argentina","Production","Cherries","2008","tonnes","6901"
"Crops","Argentina","Production","Cherries","2009","tonnes","6995"
"Crops","Argentina","Production","Cherries","2010","tonnes","7573"
"Crops","Argentina","Production","Cherries","2011","tonnes","7065"
"Crops","Argentina","Production","Cherries","2012","tonnes","6500"
"Crops","Argentina","Production","Cherries","2013","tonnes","6954"
"Crops","Argentina","Production","Cherries","2014","tonnes","7104"
"Crops","Argentina","Production","Cherries","2015","tonnes","7075"
"Crops","Argentina","Production","Cherries","2016","tonnes","7113"
"Crops","Argentina","Production","Strawberries","1961","tonnes","1850"
"Crops","Argentina","Production","Strawberries","1962","tonnes","1900"
"Crops","Argentina","Production","Strawberries","1963","tonnes","1880"
"Crops","Argentina","Production","Strawberries","1964","tonnes","2100"
"Crops","Argentina","Production","Strawberries","1965","tonnes","1700"
"Crops","Argentina","Production","Strawberries","1966","tonnes","1450"
"Crops","Argentina","Production","Strawberries","1967","tonnes","823"
"Crops","Argentina","Production","Strawberries","1968","tonnes","1850"
"Crops","Argentina","Production","Strawberries","1969","tonnes","1430"
"Crops","Argentina","Production","Strawberries","1970","tonnes","2100"
"Crops","Argentina","Production","Strawberries","1971","tonnes","2560"
"Crops","Argentina","Production","Strawberries","1972","tonnes","2660"
"Crops","Argentina","Production","Strawberries","1973","tonnes","4000"
"Crops","Argentina","Production","Strawberries","1974","tonnes","3480"
"Crops","Argentina","Production","Strawberries","1975","tonnes","4140"
"Crops","Argentina","Production","Strawberries","1976","tonnes","4300"
"Crops","Argentina","Production","Strawberries","1977","tonnes","3400"
"Crops","Argentina","Production","Strawberries","1978","tonnes","4700"
"Crops","Argentina","Production","Strawberries","1979","tonnes","4600"
"Crops","Argentina","Production","Strawberries","1980","tonnes","5400"
"Crops","Argentina","Production","Strawberries","1981","tonnes","6000"
"Crops","Argentina","Production","Strawberries","1982","tonnes","5750"
"Crops","Argentina","Production","Strawberries","1983","tonnes","5300"
"Crops","Argentina","Production","Strawberries","1984","tonnes","5600"
"Crops","Argentina","Production","Strawberries","1985","tonnes","5300"
"Crops","Argentina","Production","Strawberries","1986","tonnes","5100"
"Crops","Argentina","Production","Strawberries","1987","tonnes","7450"
"Crops","Argentina","Production","Strawberries","1988","tonnes","7500"
"Crops","Argentina","Production","Strawberries","1989","tonnes","7600"
"Crops","Argentina","Production","Strawberries","1990","tonnes","7201"
"Crops","Argentina","Production","Strawberries","1991","tonnes","7700"
"Crops","Argentina","Production","Strawberries","1992","tonnes","7440"
"Crops","Argentina","Production","Strawberries","1993","tonnes","8000"
"Crops","Argentina","Production","Strawberries","1994","tonnes","8100"
"Crops","Argentina","Production","Strawberries","1995","tonnes","8200"
"Crops","Argentina","Production","Strawberries","1996","tonnes","8300"
"Crops","Argentina","Production","Strawberries","1997","tonnes","8345"
"Crops","Argentina","Production","Strawberries","1998","tonnes","8415"
"Crops","Argentina","Production","Strawberries","1999","tonnes","8500"
"Crops","Argentina","Production","Strawberries","2000","tonnes","8645"
"Crops","Argentina","Production","Strawberries","2001","tonnes","8804"
"Crops","Argentina","Production","Strawberries","2002","tonnes","9000"
"Crops","Argentina","Production","Strawberries","2003","tonnes","8967"
"Crops","Argentina","Production","Strawberries","2004","tonnes","8833"
"Crops","Argentina","Production","Strawberries","2005","tonnes","8916"
"Crops","Argentina","Production","Strawberries","2006","tonnes","8850"
"Crops","Argentina","Production","Strawberries","2007","tonnes","9000"
"Crops","Argentina","Production","Strawberries","2008","tonnes","10039"
"Crops","Argentina","Production","Strawberries","2009","tonnes","11109"
"Crops","Argentina","Production","Strawberries","2010","tonnes","12500"
"Crops","Argentina","Production","Strawberries","2011","tonnes","12678"
"Crops","Argentina","Production","Strawberries","2012","tonnes","13200"
"Crops","Argentina","Production","Strawberries","2013","tonnes","13230"
"Crops","Argentina","Production","Strawberries","2014","tonnes","12886"
"Crops","Argentina","Production","Strawberries","2015","tonnes","13008"
"Crops","Argentina","Production","Strawberries","2016","tonnes","13066"
"Crops","Armenia","Production","Cherries","1992","tonnes",""
"Crops","Armenia","Production","Cherries","1993","tonnes",""
"Crops","Armenia","Production","Cherries","1994","tonnes",""
"Crops","Armenia","Production","Cherries","1995","tonnes",""
"Crops","Armenia","Production","Cherries","1996","tonnes","3600"
"Crops","Armenia","Production","Cherries","1997","tonnes","2700"
"Crops","Armenia","Production","Cherries","1998","tonnes","4300"
"Crops","Armenia","Production","Cherries","1999","tonnes","3500"
"Crops","Armenia","Production","Cherries","2000","tonnes","3000"
"Crops","Armenia","Production","Cherries","2001","tonnes","2000"
"Crops","Armenia","Production","Cherries","2002","tonnes","2800"
"Crops","Armenia","Production","Cherries","2003","tonnes","2300"
"Crops","Armenia","Production","Cherries","2004","tonnes","3635"
"Crops","Armenia","Production","Cherries","2005","tonnes","5059"
"Crops","Armenia","Production","Cherries","2006","tonnes","6763"
"Crops","Armenia","Production","Cherries","2007","tonnes","3901"
"Crops","Armenia","Production","Cherries","2008","tonnes","6598"
"Crops","Armenia","Production","Cherries","2009","tonnes","7682"
"Crops","Armenia","Production","Cherries","2010","tonnes","1672"
"Crops","Armenia","Production","Cherries","2011","tonnes","7532"
"Crops","Armenia","Production","Cherries","2012","tonnes","10113"
"Crops","Armenia","Production","Cherries","2013","tonnes","10212"
"Crops","Armenia","Production","Cherries","2014","tonnes","9090"
"Crops","Armenia","Production","Cherries","2015","tonnes","14366"
"Crops","Armenia","Production","Cherries","2016","tonnes","12059"
"Crops","Australia","Production","Blueberries","1991","tonnes","1116"
"Crops","Australia","Production","Blueberries","1992","tonnes","1183"
"Crops","Australia","Production","Blueberries","1993","tonnes",""
"Crops","Australia","Production","Blueberries","1994","tonnes",""
"Crops","Australia","Production","Blueberries","1995","tonnes",""
"Crops","Australia","Production","Blueberries","1996","tonnes",""
"Crops","Australia","Production","Blueberries","1997","tonnes",""
"Crops","Australia","Production","Blueberries","1998","tonnes",""
"Crops","Australia","Production","Blueberries","1999","tonnes",""
"Crops","Australia","Production","Blueberries","2000","tonnes",""
"Crops","Australia","Production","Blueberries","2001","tonnes","2060"
"Crops","Australia","Production","Blueberries","2002","tonnes","1512"
"Crops","Australia","Production","Blueberries","2003","tonnes","1605"
"Crops","Australia","Production","Blueberries","2004","tonnes","1583"
"Crops","Australia","Production","Blueberries","2005","tonnes","1764"
"Crops","Australia","Production","Blueberries","2006","tonnes","2316"
"Crops","Australia","Production","Blueberries","2007","tonnes","3239"
"Crops","Australia","Production","Blueberries","2008","tonnes","2587"
"Crops","Australia","Production","Blueberries","2009","tonnes","2502"
"Crops","Australia","Production","Blueberries","2010","tonnes","2756"
"Crops","Australia","Production","Blueberries","2011","tonnes","2903"
"Crops","Australia","Production","Blueberries","2012","tonnes","3048"
"Crops","Australia","Production","Blueberries","2013","tonnes","3183"
"Crops","Australia","Production","Blueberries","2014","tonnes","3241"
"Crops","Australia","Production","Blueberries","2015","tonnes","3356"
"Crops","Australia","Production","Blueberries","2016","tonnes","3470"
"Crops","Australia","Production","Cherries","1961","tonnes","7710"
"Crops","Australia","Production","Cherries","1962","tonnes","7710"
"Crops","Australia","Production","Cherries","1963","tonnes","6669"
"Crops","Australia","Production","Cherries","1964","tonnes","8065"
"Crops","Australia","Production","Cherries","1965","tonnes","7699"
"Crops","Australia","Production","Cherries","1966","tonnes","8615"
"Crops","Australia","Production","Cherries","1967","tonnes","6257"
"Crops","Australia","Production","Cherries","1968","tonnes","7649"
"Crops","Australia","Production","Cherries","1969","tonnes","6882"
"Crops","Australia","Production","Cherries","1970","tonnes","7336"
"Crops","Australia","Production","Cherries","1971","tonnes","8918"
"Crops","Australia","Production","Cherries","1972","tonnes","10946"
"Crops","Australia","Production","Cherries","1973","tonnes","10536"
"Crops","Australia","Production","Cherries","1974","tonnes","9266"
"Crops","Australia","Production","Cherries","1975","tonnes","10492"
"Crops","Australia","Production","Cherries","1976","tonnes","9709"
"Crops","Australia","Production","Cherries","1977","tonnes","6688"
"Crops","Australia","Production","Cherries","1978","tonnes","7263"
"Crops","Australia","Production","Cherries","1979","tonnes","6752"
"Crops","Australia","Production","Cherries","1980","tonnes","3900"
"Crops","Australia","Production","Cherries","1981","tonnes","6526"
"Crops","Australia","Production","Cherries","1982","tonnes","5447"
"Crops","Australia","Production","Cherries","1983","tonnes","4185"
"Crops","Australia","Production","Cherries","1984","tonnes","3467"
"Crops","Australia","Production","Cherries","1985","tonnes","3828"
"Crops","Australia","Production","Cherries","1986","tonnes","3948"
"Crops","Australia","Production","Cherries","1987","tonnes","4044"
"Crops","Australia","Production","Cherries","1988","tonnes","4567"
"Crops","Australia","Production","Cherries","1989","tonnes","3881"
"Crops","Australia","Production","Cherries","1990","tonnes","4708"
"Crops","Australia","Production","Cherries","1991","tonnes","5397"
"Crops","Australia","Production","Cherries","1992","tonnes","4761"
"Crops","Australia","Production","Cherries","1993","tonnes","5043"
"Crops","Australia","Production","Cherries","1994","tonnes","6400"
"Crops","Australia","Production","Cherries","1995","tonnes","5766"
"Crops","Australia","Production","Cherries","1996","tonnes","4783"
"Crops","Australia","Production","Cherries","1997","tonnes","6683"
"Crops","Australia","Production","Cherries","1998","tonnes","6985"
"Crops","Australia","Production","Cherries","1999","tonnes","6020"
"Crops","Australia","Production","Cherries","2000","tonnes","5835"
"Crops","Australia","Production","Cherries","2001","tonnes","8485"
"Crops","Australia","Production","Cherries","2002","tonnes","6702"
"Crops","Australia","Production","Cherries","2003","tonnes","9460"
"Crops","Australia","Production","Cherries","2004","tonnes","8174"
"Crops","Australia","Production","Cherries","2005","tonnes","8197"
"Crops","Australia","Production","Cherries","2006","tonnes","9783"
"Crops","Australia","Production","Cherries","2007","tonnes","9730"
"Crops","Australia","Production","Cherries","2008","tonnes","9800"
"Crops","Australia","Production","Cherries","2009","tonnes","13727"
"Crops","Australia","Production","Cherries","2010","tonnes","12151"
"Crops","Australia","Production","Cherries","2011","tonnes","10475"
"Crops","Australia","Production","Cherries","2012","tonnes","11605"
"Crops","Australia","Production","Cherries","2013","tonnes","17720"
"Crops","Australia","Production","Cherries","2014","tonnes","12694"
"Crops","Australia","Production","Cherries","2015","tonnes","15547"
"Crops","Australia","Production","Cherries","2016","tonnes","18374"
"Crops","Australia","Production","Raspberries","1961","tonnes","2361"
"Crops","Australia","Production","Raspberries","1962","tonnes","2361"
"Crops","Australia","Production","Raspberries","1963","tonnes","1734"
"Crops","Australia","Production","Raspberries","1964","tonnes","1919"
"Crops","Australia","Production","Raspberries","1965","tonnes","1696"
"Crops","Australia","Production","Raspberries","1966","tonnes","1782"
"Crops","Australia","Production","Raspberries","1967","tonnes","1641"
"Crops","Australia","Production","Raspberries","1968","tonnes","1313"
"Crops","Australia","Production","Raspberries","1969","tonnes","1311"
"Crops","Australia","Production","Raspberries","1970","tonnes","1465"
"Crops","Australia","Production","Raspberries","1971","tonnes","1537"
"Crops","Australia","Production","Raspberries","1972","tonnes","1464"
"Crops","Australia","Production","Raspberries","1973","tonnes","1628"
"Crops","Australia","Production","Raspberries","1974","tonnes","1131"
"Crops","Australia","Production","Raspberries","1975","tonnes","1345"
"Crops","Australia","Production","Raspberries","1976","tonnes","759"
"Crops","Australia","Production","Raspberries","1977","tonnes","664"
"Crops","Australia","Production","Raspberries","1978","tonnes","643"
"Crops","Australia","Production","Raspberries","1979","tonnes","523"
"Crops","Australia","Production","Raspberries","1980","tonnes","656"
"Crops","Australia","Production","Raspberries","1981","tonnes","602"
"Crops","Australia","Production","Raspberries","1982","tonnes","604"
"Crops","Australia","Production","Raspberries","1983","tonnes","584"
"Crops","Australia","Production","Raspberries","1984","tonnes","431"
"Crops","Australia","Production","Raspberries","1985","tonnes","547"
"Crops","Australia","Production","Raspberries","1986","tonnes","360"
"Crops","Australia","Production","Raspberries","1987","tonnes","481"
"Crops","Australia","Production","Raspberries","1988","tonnes","517"
"Crops","Australia","Production","Raspberries","1989","tonnes","519"
"Crops","Australia","Production","Raspberries","1990","tonnes","572"
"Crops","Australia","Production","Raspberries","1991","tonnes","444"
"Crops","Australia","Production","Raspberries","1992","tonnes","482"
"Crops","Australia","Production","Raspberries","1993","tonnes","537"
"Crops","Australia","Production","Raspberries","1994","tonnes","500"
"Crops","Australia","Production","Raspberries","1995","tonnes","399"
"Crops","Australia","Production","Raspberries","1996","tonnes","370"
"Crops","Australia","Production","Raspberries","1997","tonnes","361"
"Crops","Australia","Production","Raspberries","1998","tonnes","568"
"Crops","Australia","Production","Raspberries","1999","tonnes","600"
"Crops","Australia","Production","Raspberries","2000","tonnes","499"
"Crops","Australia","Production","Raspberries","2001","tonnes","399"
"Crops","Australia","Production","Raspberries","2002","tonnes","457"
"Crops","Australia","Production","Raspberries","2003","tonnes","633"
"Crops","Australia","Production","Raspberries","2004","tonnes","374"
"Crops","Australia","Production","Raspberries","2005","tonnes","332"
"Crops","Australia","Production","Raspberries","2006","tonnes","532"
"Crops","Australia","Production","Raspberries","2007","tonnes","637"
"Crops","Australia","Production","Raspberries","2008","tonnes","588"
"Crops","Australia","Production","Raspberries","2009","tonnes","620"
"Crops","Australia","Production","Raspberries","2010","tonnes","641"
"Crops","Australia","Production","Raspberries","2011","tonnes","797"
"Crops","Australia","Production","Raspberries","2012","tonnes","720"
"Crops","Australia","Production","Raspberries","2013","tonnes","616"
"Crops","Australia","Production","Raspberries","2014","tonnes","630"
"Crops","Australia","Production","Raspberries","2015","tonnes","637"
"Crops","Australia","Production","Raspberries","2016","tonnes","643"
"Crops","Australia","Production","Strawberries","1961","tonnes","1450"
"Crops","Australia","Production","Strawberries","1962","tonnes","1450"
"Crops","Australia","Production","Strawberries","1963","tonnes","1827"
"Crops","Australia","Production","Strawberries","1964","tonnes","1798"
"Crops","Australia","Production","Strawberries","1965","tonnes","2023"
"Crops","Australia","Production","Strawberries","1966","tonnes","1815"
"Crops","Australia","Production","Strawberries","1967","tonnes","2269"
"Crops","Australia","Production","Strawberries","1968","tonnes","2533"
"Crops","Australia","Production","Strawberries","1969","tonnes","3452"
"Crops","Australia","Production","Strawberries","1970","tonnes","3824"
"Crops","Australia","Production","Strawberries","1971","tonnes","3517"
"Crops","Australia","Production","Strawberries","1972","tonnes","3342"
"Crops","Australia","Production","Strawberries","1973","tonnes","3460"
"Crops","Australia","Production","Strawberries","1974","tonnes","3240"
"Crops","Australia","Production","Strawberries","1975","tonnes","3024"
"Crops","Australia","Production","Strawberries","1976","tonnes","2699"
"Crops","Australia","Production","Strawberries","1977","tonnes","2689"
"Crops","Australia","Production","Strawberries","1978","tonnes","2834"
"Crops","Australia","Production","Strawberries","1979","tonnes","3321"
"Crops","Australia","Production","Strawberries","1980","tonnes","3502"
"Crops","Australia","Production","Strawberries","1981","tonnes","3042"
"Crops","Australia","Production","Strawberries","1982","tonnes","3259"
"Crops","Australia","Production","Strawberries","1983","tonnes","3409"
"Crops","Australia","Production","Strawberries","1984","tonnes","3890"
"Crops","Australia","Production","Strawberries","1985","tonnes","4110"
"Crops","Australia","Production","Strawberries","1986","tonnes","4320"
"Crops","Australia","Production","Strawberries","1987","tonnes","5364"
"Crops","Australia","Production","Strawberries","1988","tonnes","4866"
"Crops","Australia","Production","Strawberries","1989","tonnes","4721"
"Crops","Australia","Production","Strawberries","1990","tonnes","5030"
"Crops","Australia","Production","Strawberries","1991","tonnes","5499"
"Crops","Australia","Production","Strawberries","1992","tonnes","7423"
"Crops","Australia","Production","Strawberries","1993","tonnes","7603"
"Crops","Australia","Production","Strawberries","1994","tonnes","9000"
"Crops","Australia","Production","Strawberries","1995","tonnes","8532"
"Crops","Australia","Production","Strawberries","1996","tonnes","10808"
"Crops","Australia","Production","Strawberries","1997","tonnes","11242"
"Crops","Australia","Production","Strawberries","1998","tonnes","13434"
"Crops","Australia","Production","Strawberries","1999","tonnes","14201"
"Crops","Australia","Production","Strawberries","2000","tonnes","14772"
"Crops","Australia","Production","Strawberries","2001","tonnes","15556"
"Crops","Australia","Production","Strawberries","2002","tonnes","20088"
"Crops","Australia","Production","Strawberries","2003","tonnes","22834"
"Crops","Australia","Production","Strawberries","2004","tonnes","20219"
"Crops","Australia","Production","Strawberries","2005","tonnes","23737"
"Crops","Australia","Production","Strawberries","2006","tonnes","27336"
"Crops","Australia","Production","Strawberries","2007","tonnes","28559"
"Crops","Australia","Production","Strawberries","2008","tonnes","24506"
"Crops","Australia","Production","Strawberries","2009","tonnes","28246"
"Crops","Australia","Production","Strawberries","2010","tonnes","29334"
"Crops","Australia","Production","Strawberries","2011","tonnes","30897"
"Crops","Australia","Production","Strawberries","2012","tonnes","30809"
"Crops","Australia","Production","Strawberries","2013","tonnes","32405"
"Crops","Australia","Production","Strawberries","2014","tonnes","38394"
"Crops","Australia","Production","Strawberries","2015","tonnes","45604"
"Crops","Australia","Production","Strawberries","2016","tonnes","48401"
"Crops","Austria","Production","Cherries","1961","tonnes","36029"
"Crops","Austria","Production","Cherries","1962","tonnes","30722"
"Crops","Austria","Production","Cherries","1963","tonnes","31126"
"Crops","Austria","Production","Cherries","1964","tonnes","30808"
"Crops","Austria","Production","Cherries","1965","tonnes","19638"
