,base_time,id_device,imu_mean,weight_slope,weight_mean,temperature_mean,stage
284,14255,1,0.4256027475916706,-0.04798801216050006,3048.419673728062,14.0,2.0
285,14304,1,0.4246149322215192,-0.045359523052212025,3045.948429714228,14.0,2.0
286,14354,1,0.42290498851193675,-0.04584181463171335,3043.6827704978373,14.0,2.0
287,14404,1,0.4216332599321109,-0.04350270047112649,3041.428523878933,14.0,2.0
288,14453,1,0.42061081590788957,-0.04892899071651936,3039.0459322327342,14.0,2.0
289,14503,1,0.41973766513104716,-0.043599158787027734,3036.855510912488,14.0,2.0
290,14553,1,0.41995871778665084,-0.04034369062538443,3034.6831759012684,14.0,2.0
291,14602,1,0.42079360515221564,-0.04429666023448464,3032.542099817365,14.0,2.0
292,14652,1,0.42046852798442974,-0.03631655593653874,3030.6314691240877,14.0,2.0
293,14702,1,0.42092252175063594,-0.041501190416190374,3028.6697331736627,14.066466766616692,2.0
294,14751,1,0.420776532583781,-0.043910632694312605,3026.663034079511,14.191404297851074,2.0
295,14801,1,0.41923997408905905,-0.041235930047462774,3024.6098752253006,14.278610694652674,2.0
296,14851,1,0.41841431302455795,-0.043116867207524515,3022.4303780069713,14.32808595702149,2.0
297,14900,1,0.4174185242096334,-0.04461030761086942,3020.43156428494,14.38680659670165,2.0
298,14950,1,0.41640323803660945,-0.03930676372945519,3018.31497044961,14.337081459270365,2.0
299,15000,1,0.41540312100860743,-0.037353482832470246,3016.3545682836593,14.273613193403298,2.0
300,15049,1,0.41545477225373945,-0.036051295567813814,3014.568654819692,14.349075462268866,2.0
301,15099,1,0.4147038854283303,-0.033061087774897364,3012.658594037912,14.311344327836082,2.0
302,15149,1,0.4137891796936932,-0.03414624382877737,3010.993236012564,14.339580209895052,2.0
303,15198,1,0.41359487210398854,-0.03636478509448956,3009.2500036517436,14.316091954022989,2.0
304,15248,1,0.4120951855307945,-0.034621845008977685,3007.45906634608,14.191154422788605,2.0
305,15298,1,0.41207394812022513,-0.03363983767030063,3005.7365016581316,14.122688655672164,2.0
306,15347,1,0.41163560757925294,-0.033519264775425564,3003.9968659656756,14.14367816091954,2.0
307,15397,1,0.4114872193434714,-0.03527326648301271,3002.352989772483,14.268615692153922,2.0
308,15447,1,0.41105708651829687,-0.035906608093961685,3000.6139503319737,14.318090954522738,2.0
309,15496,1,0.4102127609159848,-0.03238587956359505,2998.9126040717065,14.38680659670165,2.0
310,15546,1,0.41005372948559454,-0.03638309566100246,2997.2701119492963,14.38680659670165,2.0
